sample_id,calibration_score_corrected,score_replayed_from_source_integrator,abs_score_difference,H_replayed,E_replayed,L_replayed,J_full_0_600_replayed,J_corrected_140_500_replayed,valid_replayed
232,0.019010371372434,0.019010371372416845,1.715294573045867e-14,2.966569399626883e-05,3.184589450857422e-05,1.968452772511177e-05,0.05673514713631944,0.007816111988047983,True
6113,0.0088711387732784,0.008871138773282087,3.686287386450715e-15,5.684768913119434e-05,6.445646525623494e-05,3.6613558363556885e-05,0.09737532926395823,0.01485145542444116,True
12080,0.0647961511013089,0.0647961511013368,2.7894353493707058e-14,0.0031326435287541863,0.0035096146423717212,0.0021655789535831344,2.6687866685584507,0.8602505646172436,True
29959,0.0253538288515926,0.02535382885160113,8.527900607901984e-15,2.05310418182061e-05,2.3493028411418915e-05,1.3554732595089077e-05,0.034525785717361805,0.005476001483211858,True
13577,0.048695336397274,0.04869533639717437,9.962863867229999e-14,0.00018408891770262513,0.00021797911745410157,0.00011471609131280041,0.13833332127859452,0.04749357444108622,True
13715,0.0294681406249884,0.02946814062488486,1.0354217483410366e-13,0.0003109719664731751,0.00033904874706552034,0.00020968997209842578,0.2436649453934342,0.08324991645345894,True
44207,0.062392885576944,0.0623928855769789,3.489569744274945e-14,0.001775882933736311,0.001893779688860054,0.001223761196350948,1.255309513751959,0.48075514023688765,True
29419,0.0804880809689153,0.08048808096890755,7.743805596760467e-15,0.0028450256676574026,0.0033447683173587345,0.0019374705280076597,2.589728728349606,0.7819272574438221,True
1091,0.0176689037067309,0.017668903706759845,2.8945595920149003e-14,0.0011333887263627921,0.001229785058262172,0.0007537568198243859,0.9007128632417438,0.29991414944304606,True
41698,0.0064883097930203,0.006488309793034664,1.436437774282595e-14,0.0026500844776702775,0.002862022988555969,0.0017250017433319564,1.6169918025886942,0.6892219023129451,True
16950,0.0047382411307919,0.004738241130794496,2.596013681799292e-15,8.10736912432034e-05,9.064933851247327e-05,5.25080621643536e-05,0.11375582180687943,0.021191378960054474,True
8859,0.0530883241569282,0.05308832415741182,4.836200884206221e-13,0.0003088428847205262,0.0003312856597603352,0.00021176315860169602,0.29333401840431816,0.08340608716612892,True
28451,0.0769192993033557,0.07691929930334736,8.340550472496489e-15,0.006412814965963791,0.006969249836235914,0.004476680822696272,5.354974000431496,1.7611592369830362,True
31498,0.0312559409017512,0.031255940901834214,8.301692666634608e-14,0.0008276851810588851,0.0009442899229430298,0.0005520437856204194,1.148645698119968,0.2222705310627076,True
27872,0.0144244403222813,0.01442444032227618,5.1209037010835345e-15,0.0022175859362775266,0.002363274075900278,0.0013795717393737528,2.301905905276609,0.5556679663661426,True
18319,0.0411958200496919,0.04119582004988056,1.8866158635333363e-13,0.0003028796248852144,0.0003458219860811297,0.00020401255623754037,0.7372819363840577,0.08195308603612989,True
